번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
3082,더하이웨이,8*********,2025-03-13,62.99,C+,Y,회원
3081,둥구머리협동조합,2*********,2025-03-13,48.95,D,N,회원
3080,아란스토리 크래프트,3*********,2025-03-13,74.92,B+,N,회원
3079,범표주조(주),5*********,2025-03-13,61.13,C0,Y,회원
3078,(주)더에스엘,1*********,2025-03-13,51.93,D,Y,회원
3077,(주)비트버스,2*********,2025-03-13,47.26,D,N,회원
3076,(주)파프리카,7*********,2025-03-13,68.86,B0,Y,회원
3075,한국금차도,6*********,2025-03-13,50.49,D,N,회원
3074,(주)하츠,1*********,2025-03-13,70.68,B0,Y,회원
3073,(주)하우트커피컴퍼니,6*********,2025-03-13,54.42,D,N,회원
3072,(주)버저비터,2*********,2025-03-13,74.64,B+,N,회원
3071,주식회사 삼일산업,6*********,2025-03-13,82.38,A+,Y,회원
3070,주식회사 월드와이드비즈니스웹,3*********,2025-03-13,42.65,D,N,회원
3069,모니터코퍼레이션(주),2*********,2025-03-13,73.45,B+,N,회원
3068,(주)다온시스템,2*********,2025-03-13,42.29,D,Y,회원
3067,율린에너지,2*********,2025-03-13,64.01,C+,Y,회원
3066,주식회사 투비허브,5*********,2025-03-13,47.79,D,Y,회원
3065,안씨네꿀,4*********,2025-03-13,62.19,C+,Y,회원
3064,(주)마우,6*********,2025-03-13,75.6,A-,Y,회원
3063,(주)아이투씨브릿지,5*********,2025-03-13,76.86,A-,N,회원
3062,웬스),5*********,2025-03-13,52.95,D,N,회원
3061,제이피케이(JPK),5*********,2025-03-13,86.19,A+,N,회원
3060,한아름농원,5*********,2025-03-13,51.64,D,N,회원
3059,클라리레코스메틱,2*********,2025-03-13,65.61,B-,N,회원
3058,(주)대성테크윈,6*********,2025-03-13,50.67,D,N,회원
3057,한국장류문화사회적협동조합,1*********,2025-03-13,63.47,C+,N,회원
3056,(주)미토스테라퓨틱스,4*********,2025-03-13,70.94,B0,Y,회원
3055,더조은수산,2*********,2025-03-13,63.35,C+,N,회원
3054,(주)알엠생명과학,8*********,2025-03-13,75.12,A-,Y,회원
3053,(주)아슈니버스,1*********,2025-03-13,60.3,C0,Y,회원
3052,주식회사 에이플,5*********,2025-03-13,58.05,C0,Y,회원
3051,(주)로앤에프,3*********,2025-03-13,68.65,B0,N,회원
3050,(주)와이투케이,2*********,2025-03-13,65.93,B-,N,회원
3049,(주)디에이치아이,4*********,2025-03-13,46.32,D,N,회원
3048,주식회사 남포물산,4*********,2025-03-13,63.03,C+,N,회원
3047,어썸레이(주),4*********,2025-03-13,77.06,A-,Y,회원
3046,주식회사 비지에스바이오메틱,2*********,2025-03-13,55.77,C-,N,회원
3045,(주)엘시그니처,3*********,2025-03-13,71.68,B0,N,회원
3044,(주)아이디온 한국협농,7*********,2025-03-13,57.73,C-,N,회원
3043,(주)아바타테라퓨틱스,2*********,2025-03-13,73.96,B+,N,회원
3042,더조은수산영어조합법인,3*********,2025-03-13,65.73,B-,N,회원
3041,주식회사 이비네이션,2*********,2025-03-12,63.52,C+,N,회원
3040,피크(PIKH),5*********,2025-03-12,53.6,D,Y,회원
3039,주식회사 운제,4*********,2025-03-12,36.93,D,N,회원
3038,(주)김캐디,1*********,2025-03-12,71.51,B0,N,회원
3037,(주)네이처인트로,1*********,2025-03-12,53.22,D,Y,회원
3036,앤제이메디칼(주),5*********,2025-03-12,53.4,D,N,회원
3035,(주)온타스,8*********,2025-03-12,52.15,D,Y,회원
3034,농업회사법인렛츠팜(주),2*********,2025-03-12,61.43,C0,N,회원
3033,스튜디오 플루,6*********,2025-03-12,67.08,B-,N,회원
3032,캣코드,1*********,2025-03-12,47.08,D,N,회원
3031,(주)대일엠앤쿡,1*********,2025-03-12,46.34,D,Y,회원
3030,삼학식품,4*********,2025-03-12,39.19,D,Y,회원
3029,(주)준성이엔씨,5*********,2025-03-12,54.07,D,N,회원
3028,송정영농조합법인,5*********,2025-03-12,70.6,B0,Y,회원
3027,우리옷화화호호,5*********,2025-03-12,51.47,D,Y,회원
3026,(주)미래에스비,7*********,2025-03-12,51.12,D,N,회원
3025,포시엠컴퍼니(주),1*********,2025-03-12,59.38,C0,N,회원
3024,아전이앤지,2*********,2025-03-12,59.49,C0,Y,회원
3023,재영정밀,5*********,2025-03-12,52.02,D,N,회원
3022,(주)유니아이,2*********,2025-03-12,74.17,B+,Y,회원
3021,(주)웰메이드웰니스,8*********,2025-03-12,53.91,D,N,회원
3020,보라메디코스,6*********,2025-03-12,79.09,A0,Y,회원
3019,비브리브,1*********,2025-03-12,52.96,D,N,회원
3018,서울무역상사,2*********,2025-03-12,75.69,A-,N,회원
3017,여주유통,8*********,2025-03-12,49.45,D,N,회원
3016,(주)정해상워크래프트,1*********,2025-03-12,65.42,B-,N,회원
3015,(주)한국펄프,3*********,2025-03-12,72.05,B+,N,회원
3014,(주)탠슬리,8*********,2025-03-12,66.98,B-,Y,회원
3013,컴퍼니에이(주),4*********,2025-03-12,65.93,B-,Y,회원
3012,주식회사 건강중심주의,5*********,2025-03-12,57.43,C-,N,회원
3011,리치포에버,3*********,2025-03-12,52.39,D,Y,회원
3010,봄내다살이,2*********,2025-03-12,67.98,B-,N,회원
3009,(주)석무,3*********,2025-03-12,58.92,C0,N,회원
3008,(주)티케이이엔에스,5*********,2025-03-12,53.38,D,N,회원
3007,(주)무스포,6*********,2025-03-12,55.73,C-,N,회원
3006,자민경(주),2*********,2025-03-12,81.26,A0,Y,회원
3005,(주)케이랑,3*********,2025-03-12,60.06,C0,N,회원
3004,언디자인(주),4*********,2025-03-12,72.99,B+,N,회원
3003,이주디크레,6*********,2025-03-12,65.08,B-,N,회원
3002,리리쿠샵,4*********,2025-03-12,67.28,B-,N,회원
3001,플로우 썬,3*********,2025-03-12,69.28,B0,N,회원
3000,디자인스팟(주),5*********,2025-03-12,52.7,D,N,회원
2999,루미뜨코스메틱스,3*********,2025-03-12,68.93,B0,Y,회원
2998,(주)지에스나노셀,3*********,2025-03-12,57.6,C-,N,회원
2997,웰딩커플러(주),4*********,2025-03-12,62.89,C+,N,회원
2996,(주)톡톡코스메틱,2*********,2025-03-12,46.5,D,N,회원
2995,알코픽스,2*********,2025-03-12,41.97,D,Y,회원
2994,(주)대수하이테크,1*********,2025-03-12,65.51,B-,N,회원
2993,(주)메디아크,3*********,2025-03-11,68.8,B0,Y,회원
2992,월드클래스하이팜(주),8*********,2025-03-11,59.62,C0,N,회원
2991,스펠,6*********,2025-03-11,54.67,D,N,회원
2990,카롤,1*********,2025-03-11,76.65,A-,Y,회원
2989,(주)이노킵,3*********,2025-03-11,68.54,B0,N,회원
2988,(주)나투어바이오제약,3*********,2025-03-11,73.58,B+,Y,회원
2987,(주)드림플로우,1*********,2025-03-11,67.07,B-,Y,회원
2986,(주)에이치비아이티,6*********,2025-03-11,67.42,B-,N,회원
2985,(주)조타코,5*********,2025-03-11,75,A-,Y,회원
2984,주식회사 행커,3*********,2025-03-11,65.14,B-,N,회원
2983,(주)아이온,6*********,2025-03-11,61.75,C0,N,회원
2982,가을빛고운의성장마실,5*********,2025-03-11,54.75,D,N,회원
2981,(주)에코케미칼,6*********,2025-03-11,69.27,B0,N,회원
2980,한밝음영농조합법인,4*********,2025-03-11,45.57,D,Y,회원
2979,세정식품,3*********,2025-03-11,36.69,D,N,회원
2978,주식회사 벤치컴퍼니,8*********,2025-03-11,58.16,C0,N,회원
2977,(주)대아씨푸드,3*********,2025-03-11,55.55,C-,N,회원
2976,큐비트시큐리티(주),1*********,2025-03-11,64.11,C+,N,회원
2975,디에이치 트레이딩,1*********,2025-03-11,48.14,D,Y,회원
2974,(주)네츄럴큐어,5*********,2025-03-11,46.93,D,N,회원
2973,이오이오 스튜디오,7*********,2025-03-11,57.56,C-,N,회원
2972,마을카페남동풍(주),4*********,2025-03-11,62.46,C+,N,회원
2971,라온테크,7*********,2025-03-11,42.71,D,N,회원
2970,삼원포장기자재,2*********,2025-03-11,77.59,A-,Y,회원
2969,(주)에이아이텔레콤,2*********,2025-03-11,61.25,C0,Y,회원
2968,길한산업(주),1*********,2025-03-11,55.14,C-,N,회원
2967,프랭스터,2*********,2025-03-11,44.71,D,N,회원
2966,지엠에스아이(주),6*********,2025-03-11,48.08,D,N,회원
2965,(주)푸른식품,3*********,2025-03-11,67.81,B-,N,회원
2964,박채연네이처연구소,5*********,2025-03-11,46.09,D,N,회원
2963,농업회사법인 주식회사 올가닉코리아,3*********,2025-03-11,70.22,B0,N,회원
2962,버니디,2*********,2025-03-11,55.99,C-,N,회원
2961,(주)솔바이오랩,5*********,2025-03-11,50.84,D,N,회원
2960,더팀그룹(주),3*********,2025-03-11,70.93,B0,N,회원
2959,아마플랙스코리아,2*********,2025-03-11,69.56,B0,N,회원
2958,놀이터컴퍼니,3*********,2025-03-11,69.24,B0,N,회원
2957,천년의젓갈협동조합,7*********,2025-03-11,57.19,C-,N,회원
2956,(주)메이브,8*********,2025-03-11,69.99,B0,N,회원
2955,아시아테크,6*********,2025-03-11,54.72,D,Y,회원
2954,주식회사 아이올,1*********,2025-03-11,82.04,A+,N,회원
2953,더퓨쳐스리딩(주),2*********,2025-03-11,71.11,B0,N,회원
2952,(주)크레버스,2*********,2025-03-11,58.02,C0,Y,회원
2951,실란트로주식회사,1*********,2025-03-11,56.37,C-,N,회원
2950,(주)에덴,2*********,2025-03-11,64.32,C+,Y,회원
2949,주식회사 안발트,1*********,2025-03-11,60.88,C0,N,회원
2948,다온식품,5*********,2025-03-11,62.11,C+,N,회원
2947,(주)우성에이스,1*********,2025-03-11,46.03,D,Y,회원
2946,(주)스노우아라,1*********,2025-03-11,53.22,D,N,회원
2945,(주)에너지라이프,1*********,2025-03-11,47.7,D,N,회원
2944,마인드릴리즈,2*********,2025-03-10,61.16,C0,Y,회원
2943,데어리젠,2*********,2025-03-10,56.98,C-,N,회원
2942,텍투유,4*********,2025-03-10,72.64,B+,Y,회원
2941,히피하우스(Hippie Haus),4*********,2025-03-10,40.28,D,N,회원
2940,해운대판촉물,4*********,2025-03-10,50.89,D,Y,회원
2939,다솜죽도,1*********,2025-03-10,45.51,D,N,회원
2938,(주)초원,1*********,2025-03-10,45.53,D,Y,회원
2937,꼬꼬잠,6*********,2025-03-10,60.96,C0,N,회원
2936,(주)코어머티리얼즈,3*********,2025-03-10,64.45,C+,Y,회원
2935,주식회사 엠에이치씨,5*********,2025-03-10,53.62,D,N,회원
2934,(주)대훈에이씨,7*********,2025-03-10,57.35,C-,N,회원
2933,네이쳐인（Naturein),2*********,2025-03-10,52.55,D,Y,회원
2932,성취자,5*********,2025-03-10,54.35,D,N,회원
2931,(주)에이젠랩,1*********,2025-03-10,62.64,C+,N,회원
2930,(주)에이치엠홍명,3*********,2025-03-10,88.12,A+,N,회원
2929,하늘빛코슈메디컬,5*********,2025-03-10,53.23,D,Y,회원
2928,제빠인생스토어,7*********,2025-03-10,29.31,D,N,회원
2927,스킨스터디,2*********,2025-03-10,61.08,C0,Y,회원
2926,(주)성화휀스,3*********,2025-03-10,50.27,D,N,회원
2925,(주)투포비에,2*********,2025-03-10,40.69,D,Y,회원
2924,제이지아람 주식회사,3*********,2025-03-10,47.65,D,N,회원
2923,대진산업건설(주),5*********,2025-03-10,60.02,C0,N,회원
2922,(주)신비컴퍼니,2*********,2025-03-10,58.99,C0,Y,회원
2921,(주)대훈에이씨,7*********,2025-03-10,46.07,D,N,회원
2920,아운드,1*********,2025-03-10,67.69,B-,N,회원
2919,마들렌그린샵,6*********,2025-03-10,57.55,C-,N,회원
2918,(주)비케이브로스,3*********,2025-03-10,75.08,A-,N,회원
2917,오토워크,3*********,2025-03-10,51.89,D,N,회원
2916,링크솔루텍,7*********,2025-03-10,68.76,B0,N,회원
2915,(주)리빙글로리,6*********,2025-03-10,66.19,B-,N,회원
2914,주식회사트래들러,5*********,2025-03-10,66.94,B-,N,회원
2913,(주)리플라,5*********,2025-03-10,73.66,B+,N,회원
2912,주식회사 하이화,3*********,2025-03-10,74.1,B+,Y,회원
2911,영농조합법인영산식품,4*********,2025-03-10,37.2,D,N,회원
2910,과원(주),4*********,2025-03-10,47.25,D,Y,회원
2909,배진산업(주),2*********,2025-03-10,56.51,C-,Y,회원
2908,리엠센트 코리아,3*********,2025-03-10,47.39,D,N,회원
2907,디씨케이,1*********,2025-03-10,49.36,D,Y,회원
2906,풀문하우스(주),2*********,2025-03-10,72.25,B+,N,회원
2905,(유)대운식품,5*********,2025-03-10,59.18,C0,N,회원
2904,(주)더한줌,3*********,2025-03-10,63.9,C+,N,회원
2903,주식회사 킥더허들,4*********,2025-03-10,62.97,C+,N,회원
2902,제일기계공업(주),1*********,2025-03-10,62.33,C+,Y,회원
2901,굼마디자인,6*********,2025-03-10,88.44,A+,N,회원
2900,(주)대미,6*********,2025-03-10,55,C-,N,회원
2899,(주)팜킷,3*********,2025-03-10,66.25,B-,Y,회원
2898,(주)올더스트릿,8*********,2025-03-10,66.29,B-,Y,회원
2897,(주)디비에스브릿지스틸,1*********,2025-03-10,56.79,C-,Y,회원
2896,(주)대길농업회사법인,2*********,2025-03-10,65.9,B-,N,회원
2895,(주)서하컴퍼니,8*********,2025-03-10,58.71,C0,Y,회원
2894,(주)윈트,7*********,2025-03-10,58.19,C0,N,회원
2893,(주)데이플,5*********,2025-03-09,47.76,D,Y,회원
2892,(주)베스티문,8*********,2025-03-09,55.08,C-,Y,회원
2891,지리산운봉주조영농조합법인,4*********,2025-03-09,65.07,B-,Y,회원
2890,(주)비엘에프,4*********,2025-03-09,68.95,B0,Y,회원
2889,하온랩스,4*********,2025-03-09,59.83,C0,Y,회원
2888,한아름딸기협동조합,3*********,2025-03-08,44.78,D,Y,회원
2887,(주)내추럴푸드텍,5*********,2025-03-08,69.25,B0,Y,회원
2886,(주)페이미,3*********,2025-03-08,58.95,C0,N,회원
2885,태산이노베이션,3*********,2025-03-08,59.77,C0,Y,회원
2884,피케이이페미코리아,5*********,2025-03-08,80.05,A0,N,회원
2883,컴뱃다이버스쿨,2*********,2025-03-08,55.09,C-,Y,회원
2882,마주,4*********,2025-03-08,62.95,C+,N,회원
2881,(주)비셀렉티드,3*********,2025-03-07,78.21,A0,Y,회원
2880,(주)애드캐리,5*********,2025-03-07,53.97,D,Y,회원
2879,(주)콘크리트비,3*********,2025-03-07,59.67,C0,Y,회원
2878,(주)제니패션,7*********,2025-03-07,52.62,D,Y,회원
2877,홍천미로농원,2*********,2025-03-07,60.18,C0,N,회원
2876,농업회사법인포에버(주),3*********,2025-03-07,53.63,D,N,회원
2875,테스피(주),7*********,2025-03-07,55.16,C-,Y,회원
2874,(주)네오켄바이오,1*********,2025-03-07,49.9,D,N,회원
2873,(주)가온앤푸드,3*********,2025-03-07,47.24,D,N,회원
2872,기운산업,5*********,2025-03-07,57.38,C-,N,회원
2871,(주)로보메이션,2*********,2025-03-07,66.14,B-,N,회원
2870,스타리안 코스메틱,7*********,2025-03-07,74.97,B+,Y,회원
2869,주식회사  스킨바이스킨,6*********,2025-03-07,50.66,D,N,회원
2868,(주)코드넛,5*********,2025-03-07,52.18,D,N,회원
2867,(주)케이앤씨가람,2*********,2025-03-07,46.3,D,N,회원
2866,(주)모온세일즈,5*********,2025-03-07,78.7,A0,Y,회원
2865,한아름산업(주),6*********,2025-03-07,36.54,D,N,회원
2864,패스코(주),5*********,2025-03-07,56.23,C-,N,회원
2863,(주)청옥,1*********,2025-03-07,56.93,C-,N,회원
2862,주식회사 다보예,1*********,2025-03-07,53.98,D,Y,회원
2861,주식회사셀퍼트,3*********,2025-03-07,54.31,D,Y,회원
2860,(주)비컴,4*********,2025-03-07,72.58,B+,N,회원
2859,김해산업사,6*********,2025-03-07,45.28,D,N,회원
2858,( 주)라이브케어,1*********,2025-03-07,77.73,A-,Y,회원
2857,대치플러스 주식회사,4*********,2025-03-07,51.55,D,Y,회원
2856,주니스,3*********,2025-03-07,70.87,B0,N,회원
2855,농업회사법인강남(주),4*********,2025-03-07,37.45,D,N,회원
2854,(주)가온앤푸드,3*********,2025-03-07,45.49,D,N,회원
2853,(주)칼렛링크,5*********,2025-03-07,45.73,D,N,회원
2852,(주)주레오코스메틱,6*********,2025-03-07,51.45,D,N,회원
2851,리베르떼,3*********,2025-03-07,53.58,D,Y,회원
2850,큐브에프앤에스,7*********,2025-03-07,42.76,D,N,회원
2849,왁스코주식회사,3*********,2025-03-07,51.02,D,N,회원
2848,(주)웰메이드인터내셔널,1*********,2025-03-07,52.62,D,N,회원
2847,해승JT,6*********,2025-03-07,50.55,D,N,회원
2846,거류영농조합법인,6*********,2025-03-07,47.14,D,N,회원
2845,(주) 인피니그로우,8*********,2025-03-07,55.13,C-,N,회원
2844,해다은(주),6*********,2025-03-07,55.41,C-,N,회원
2843,(주)하나루프,5*********,2025-03-07,60.44,C0,N,회원
2842,(주)농업회사법인청정양구,1*********,2025-03-07,64.58,C+,N,회원
2841,넷,7*********,2025-03-07,68.76,B0,N,회원
2840,주식회사 제이엘코스메틱,5*********,2025-03-07,66.21,B-,Y,회원
2839,란델,6*********,2025-03-06,49.95,D,N,회원
2838,(주)우리타올컴퍼니,1*********,2025-03-06,58.81,C0,Y,회원
2837,(주)중독컴퍼니,4*********,2025-03-06,62.57,C+,Y,회원
2836,동방소재(주),1*********,2025-03-06,60.53,C0,Y,회원
2835,와이제이(YJ)팜,3*********,2025-03-06,42.98,D,N,회원
2834,(주)태산,3*********,2025-03-06,55.87,C-,N,회원
2833,한성테크(주),6*********,2025-03-06,66.91,B-,Y,회원
2832,(주)닛시,1*********,2025-03-06,43.48,D,Y,회원
2831,울진토염,8*********,2025-03-06,69.23,B0,Y,회원
2830,(주)프레스티지코스메틱코리아,1*********,2025-03-06,55.05,C-,N,회원
2829,하이롭(주),7*********,2025-03-06,74.54,B+,N,회원
2828,아로,3*********,2025-03-06,58.28,C0,N,회원
2827,(유)용진어망,1*********,2025-03-06,61.35,C0,N,회원
2826,(주)세일에프앤비,8*********,2025-03-06,51.76,D,N,회원
2825,(주)피케이아이,3*********,2025-03-06,56.84,C-,N,회원
2824,(주)오들리컴바인,8*********,2025-03-06,75.32,A-,Y,회원
2823,카르페디엠,3*********,2025-03-06,71.54,B0,N,회원
2822,오제티캔들,2*********,2025-03-06,62.83,C+,N,회원
2821,이도(주),5*********,2025-03-06,73.05,B+,N,회원
2820,새아누리,3*********,2025-03-06,47.36,D,N,회원
2819,(주)신화메디,1*********,2025-03-06,56.68,C-,Y,회원
2818,셀모티브(주),6*********,2025-03-06,51.59,D,N,회원
2817,(주)비에스코스텍,7*********,2025-03-06,62.29,C+,N,회원
2816,(주)오들리컴바인,8*********,2025-03-06,54.87,D,N,회원
2815,마론아트,3*********,2025-03-06,53.6,D,Y,회원
2814,이케이씨랩,6*********,2025-03-06,61.42,C0,Y,회원
2813,(주)시그노코퍼레이션,5*********,2025-03-06,67.86,B-,Y,회원
2812,어니스트밀(주),1*********,2025-03-06,63.12,C+,N,회원
2811,(주)쿡키스,2*********,2025-03-06,59.15,C0,Y,회원
2810,(주)유니스에이블,8*********,2025-03-06,79.66,A0,N,회원
2809,주식회사 이프립,2*********,2025-03-06,76.18,A-,Y,회원
2808,(주)코리아모빌리티,8*********,2025-03-06,70.53,B0,N,회원
2807,(주)필코스,2*********,2025-03-06,62.56,C+,Y,회원
2806,(주)노바힐스,1*********,2025-03-06,57.55,C-,Y,회원
2805,바림(구프루스트울산점),4*********,2025-03-06,56.19,C-,N,회원
2804,(주)에바다,1*********,2025-03-06,59.93,C0,N,회원
2803,(주)샵앤,1*********,2025-03-06,47.24,D,Y,회원
2802,웰펩(주),2*********,2025-03-06,69.75,B0,N,회원
2801,주식회사 제발사라,2*********,2025-03-06,68.36,B0,N,회원
2800,(주)신성커뮤니케이션,8*********,2025-03-06,54.05,D,Y,회원
2799,(주)라이브어트,4*********,2025-03-06,49.89,D,Y,회원
2798,디엔티 바이오(DNT bio),1*********,2025-03-06,76.69,A-,Y,회원
2797,주식회사 오뉴데이즈,4*********,2025-03-06,60.42,C0,Y,회원
2796,태리제화,3*********,2025-03-06,68.63,B0,N,회원
2795,주식회사 크레이지앤트,6*********,2025-03-06,68.97,B0,Y,회원
2794,주식회사고디자인,7*********,2025-03-06,49.43,D,Y,회원
2793,효원도예,6*********,2025-03-06,52.12,D,Y,회원
2792,카앤리더스주식회사,8*********,2025-03-06,66.75,B-,Y,회원
2791,이김코리아주식회사,2*********,2025-03-06,52.44,D,Y,회원
2790,주식회사 블루셀랩,6*********,2025-03-06,68.07,B0,N,회원
2789,주식회사 뷰릭스,4*********,2025-03-06,61.08,C0,Y,회원
